TIMESTAMP,EVENT,BET_NUMBER,BET,CONDITION,RESULT,COIN,MESSAGE
2026-05-14 12:32:01.90,SESSION_START,,,,,,
2026-05-14 12:32:01.90,START_METRICS,,,EQUAL,,,
2026-05-14 12:32:58.16,BET,11,0.60,,-0.60,99.40,
2026-05-14 15:33:26.17,SESSION_END,,,,,,
