TIMESTAMP,EVENT,BET_NUMBER,BET,CONDITION,RESULT,COIN,MESSAGE
2026-05-14 16:14:08.20,SESSION_START,,,,,,
2026-05-14 16:14:08.20,START_METRICS,,,EQUAL,,,
2026-05-14 16:14:16.48,BET,40,0.10,,0.10,100.00,
2026-05-14 16:14:28.85,SESSION_END,,,,,,
