TIMESTAMP,EVENT,BET_NUMBER,BET,CONDITION,RESULT,COIN,MESSAGE
2026-03-05 18:40:54.27,BET,25,0.50,,0.50,98.50,
2026-03-05 18:40:54.27,BET,26,1.50,,-1.50,97.00,
2026-03-05 18:40:54.27,BET,27,0.60,,-0.60,96.40,
2026-03-05 18:40:54.27,BET,28,1.30,,-1.30,95.10,
2026-03-05 18:40:54.27,BET,29,1.90,,-1.90,93.20,
2026-03-05 18:40:54.27,BET,30,0.70,,0.70,93.20,
2026-03-05 18:40:54.27,BET,31,1.20,,-1.20,92.00,
2026-03-05 18:40:54.28,BET,32,1.30,,-1.30,90.70,
2026-03-05 18:40:54.28,BET,33,1.20,,-1.20,89.50,
2026-03-05 18:40:54.28,BET,34,0.30,,-0.30,89.20,
2026-03-05 18:40:54.28,BET,35,1.60,,1.60,89.20,
2026-03-05 18:40:54.28,BET,36,0.50,,-0.50,88.70,
2026-03-05 18:40:54.28,BET,37,1.70,,-1.70,87.00,
2026-03-05 18:40:54.28,BET,38,1.80,,-1.80,85.20,
2026-03-05 18:40:54.28,BET,39,0.50,,-0.50,84.70,
2026-03-05 18:40:54.28,BET,40,0.40,,-0.40,84.30,
2026-03-05 18:40:54.28,BET,41,1.20,,-1.20,83.10,
2026-03-05 18:40:54.28,BET,42,0.60,,-0.60,82.50,
2026-03-05 18:40:54.28,BET,43,0.10,,-0.10,82.40,
2026-03-05 18:40:54.28,BET,44,1.40,,2.80,83.80,
2026-03-05 18:40:54.28,BET,45,1.70,,-1.70,82.10,
2026-03-05 18:40:54.28,BET,46,0.10,,-0.10,82.00,
2026-03-05 18:40:54.29,BET,47,1.10,,3.30,84.20,
2026-03-05 18:40:54.29,BET,48,1.30,,-1.30,82.90,
2026-03-05 18:40:54.29,BET,49,0.10,,-0.10,82.80,
2026-03-05 18:40:54.29,BET,50,0.60,,-0.60,82.20,
2026-03-05 18:40:54.29,BET,51,1.00,,-1.00,81.20,
2026-03-05 18:40:54.29,BET,52,1.60,,4.80,84.40,
2026-03-05 18:40:54.29,BET,53,1.70,,-1.70,82.70,
2026-03-05 18:40:54.29,BET,54,0.50,,-0.50,82.20,
2026-03-05 18:40:54.29,BET,55,0.50,,2.50,84.20,
2026-03-05 18:40:54.29,BET,56,1.10,,1.10,84.20,
2026-03-05 18:40:54.29,BET,57,1.30,,-1.30,82.90,
2026-03-05 18:40:54.29,BET,58,0.90,,-0.90,82.00,
2026-03-05 18:40:54.29,BET,59,0.90,,-0.90,81.10,
2026-03-05 18:40:54.29,BET,60,0.70,,3.50,83.90,
2026-03-05 18:40:54.29,SESSION_START,,,,,,
2026-03-05 18:40:54.30,START_METRICS,,,LOSE,,,
2026-03-05 18:40:54.30,BET,1,1.10,,-1.10,98.90,
2026-03-05 18:40:54.30,BET,2,0.30,,-0.30,98.60,
2026-03-05 18:40:54.30,BET,3,1.30,,-1.30,97.30,
2026-03-05 18:40:54.30,BET,4,1.50,,4.50,100.30,
2026-03-05 18:40:54.30,BET,5,0.40,,-0.40,99.90,
2026-03-05 18:40:54.30,BET,6,1.60,,-1.60,98.30,
2026-03-05 18:40:54.30,BET,7,0.60,,2.40,100.10,
2026-03-05 18:40:54.30,BET,8,1.70,,-1.70,98.40,
2026-03-05 18:40:54.30,BET,9,0.40,,-0.40,98.00,
2026-03-05 18:40:54.30,BET,10,0.80,,-0.80,97.20,
2026-03-05 18:40:54.30,BET,11,0.20,,-0.20,97.00,
2026-03-05 18:40:54.30,BET,12,1.10,,4.40,100.30,
2026-03-05 18:40:54.31,BET,13,1.90,,-1.90,98.40,
2026-03-05 18:40:54.31,BET,14,2.00,,-2.00,96.40,
2026-03-05 18:40:54.31,BET,15,1.80,,5.40,100.00,
2026-03-05 18:40:54.31,BET,16,0.40,,0.40,100.00,
2026-03-05 18:40:54.31,BET,17,0.50,,-0.50,99.50,
2026-03-05 18:40:54.31,BET,18,0.20,,-0.20,99.30,
2026-03-05 18:40:54.31,BET,19,0.90,,-0.90,98.40,
2026-03-05 18:40:54.31,BET,20,0.30,,1.50,99.60,
2026-03-05 18:40:54.31,BET,21,1.30,,-1.30,98.30,
2026-03-05 18:40:54.31,BET,22,0.50,,-0.50,97.80,
2026-03-05 18:40:54.31,BET,23,0.60,,-0.60,97.20,
2026-03-05 18:40:54.31,BET,24,1.30,,-1.30,95.90,
2026-03-05 18:40:54.31,BET,25,0.80,,0.80,95.90,
2026-03-05 18:40:54.31,BET,26,2.00,,-2.00,93.90,
2026-03-05 18:40:54.32,BET,27,1.90,,-1.90,92.00,
2026-03-05 18:40:54.32,BET,28,1.10,,-1.10,90.90,
2026-03-05 18:40:54.32,BET,29,1.10,,-1.10,89.80,
2026-03-05 18:40:54.32,BET,30,0.10,,0.10,89.80,
2026-03-05 18:40:54.32,BET,31,1.50,,-1.50,88.30,
2026-03-05 18:40:54.32,BET,32,0.90,,-0.90,87.40,
2026-03-05 18:40:54.32,BET,33,1.70,,-1.70,85.70,
2026-03-05 18:40:54.32,BET,34,1.40,,-1.40,84.30,
2026-03-05 18:40:54.32,BET,35,1.40,,1.40,84.30,
2026-03-05 18:40:54.32,BET,36,1.60,,-1.60,82.70,
2026-03-05 18:40:54.32,BET,37,1.40,,-1.40,81.30,
2026-03-05 18:40:54.32,BET,38,0.80,,-0.80,80.50,
2026-03-05 18:40:54.32,BET,39,1.80,,-1.80,78.70,
2026-03-05 18:40:54.32,BET,40,0.60,,-0.60,78.10,
2026-03-05 18:40:54.33,BET,41,1.50,,-1.50,76.60,
2026-03-05 18:40:54.33,BET,42,1.00,,-1.00,75.60,
2026-03-05 18:40:54.33,BET,43,1.00,,-1.00,74.60,
2026-03-05 18:40:54.33,BET,44,0.30,,3.60,77.90,
2026-03-05 18:40:54.33,BET,45,0.80,,-0.80,77.10,
2026-03-05 18:40:54.33,BET,46,1.20,,-1.20,75.90,
2026-03-05 18:40:54.33,BET,47,0.80,,3.20,78.30,
2026-03-05 18:40:54.33,BET,48,1.30,,-1.30,77.00,
2026-03-05 18:40:54.33,BET,49,0.90,,-0.90,76.10,
2026-03-05 18:40:54.33,BET,50,0.70,,-0.70,75.40,
2026-03-05 18:40:54.33,BET,51,1.70,,-1.70,73.70,
2026-03-05 18:40:54.33,BET,52,1.40,,5.60,77.90,
2026-03-05 18:40:54.33,BET,53,1.50,,-1.50,76.40,
2026-03-05 18:40:54.33,BET,54,1.30,,-1.30,75.10,
2026-03-05 18:40:54.34,BET,55,0.90,,3.60,77.80,
2026-03-05 18:40:54.34,BET,56,0.90,,0.90,77.80,
2026-03-05 18:40:54.34,BET,57,0.60,,-0.60,77.20,
2026-03-05 18:40:54.34,BET,58,0.70,,-0.70,76.50,
2026-03-05 18:40:54.34,BET,59,1.20,,-1.20,75.30,
2026-03-05 18:40:54.34,BET,60,1.50,,4.50,78.30,
2026-03-05 18:40:54.34,SESSION_START,,,,,,
2026-03-05 18:40:54.34,START_METRICS,,,LOSE,,,
2026-03-05 18:40:54.34,BET,1,0.90,,-0.90,99.10,
2026-03-05 18:40:54.34,BET,2,0.50,,-0.50,98.60,
2026-03-05 18:40:54.34,BET,3,0.90,,-0.90,97.70,
2026-03-05 18:40:54.34,BET,4,1.40,,4.20,100.50,
2026-03-05 18:40:54.34,BET,5,1.00,,-1.00,99.50,
2026-03-05 18:40:54.34,BET,6,0.80,,-0.80,98.70,
2026-03-05 18:40:54.34,BET,7,0.90,,1.80,99.60,
2026-03-05 18:40:54.35,BET,8,0.20,,-0.20,99.40,
2026-03-05 18:40:54.35,BET,9,0.80,,-0.80,98.60,
2026-03-05 18:40:54.35,BET,10,1.50,,-1.50,97.10,
2026-03-05 18:40:54.35,BET,11,1.40,,-1.40,95.70,
2026-03-05 18:40:54.35,BET,12,1.70,,6.80,100.80,
2026-03-05 18:40:54.35,BET,13,0.30,,-0.30,100.50,
2026-03-05 18:40:54.35,BET,14,0.20,,-0.20,100.30,
2026-03-05 18:40:54.35,BET,15,1.40,,1.40,100.30,
2026-03-05 18:40:54.35,BET,16,0.40,,0.40,100.30,
2026-03-05 18:40:54.35,BET,17,1.00,,-1.00,99.30,
2026-03-05 18:40:54.35,BET,18,0.50,,-0.50,98.80,
2026-03-05 18:40:54.35,BET,19,0.90,,-0.90,97.90,
2026-03-05 18:40:54.35,BET,20,1.10,,3.30,100.10,
2026-03-05 18:40:54.35,BET,21,1.10,,-1.10,99.00,
2026-03-05 18:40:54.36,BET,22,0.20,,-0.20,98.80,
2026-03-05 18:40:54.36,BET,23,1.50,,-1.50,97.30,
2026-03-05 18:40:54.36,BET,24,0.20,,-0.20,97.10,
2026-03-05 18:40:54.36,BET,25,0.60,,0.60,97.10,
2026-03-05 18:40:54.36,BET,26,0.50,,-0.50,96.60,
2026-03-05 18:40:54.36,BET,27,0.20,,-0.20,96.40,
2026-03-05 18:40:54.36,BET,28,0.70,,-0.70,95.70,
2026-03-05 18:40:54.36,BET,29,0.50,,-0.50,95.20,
2026-03-05 18:40:54.36,BET,30,0.40,,0.40,95.20,
2026-03-05 18:40:54.36,BET,31,1.30,,-1.30,93.90,
2026-03-05 18:40:54.36,BET,32,1.70,,-1.70,92.20,
2026-03-05 18:40:54.36,BET,33,0.40,,-0.40,91.80,
2026-03-05 18:40:54.36,BET,34,0.90,,-0.90,90.90,
2026-03-05 18:40:54.36,BET,35,0.50,,0.50,90.90,
2026-03-05 18:40:54.36,BET,36,1.20,,-1.20,89.70,
2026-03-05 18:40:54.36,BET,37,0.70,,-0.70,89.00,
2026-03-05 18:40:54.36,BET,38,1.30,,-1.30,87.70,
2026-03-05 18:40:54.37,BET,39,0.90,,-0.90,86.80,
2026-03-05 18:40:54.37,BET,40,0.90,,-0.90,85.90,
2026-03-05 18:40:54.37,BET,41,0.70,,-0.70,85.20,
2026-03-05 18:40:54.37,BET,42,1.50,,-1.50,83.70,
2026-03-05 18:40:54.37,BET,43,0.10,,-0.10,83.60,
2026-03-05 18:40:54.37,BET,44,0.20,,2.40,85.80,
2026-03-05 18:40:54.37,BET,45,0.60,,-0.60,85.20,
2026-03-05 18:40:54.37,BET,46,1.60,,-1.60,83.60,
2026-03-05 18:40:54.37,BET,47,1.80,,3.60,85.40,
2026-03-05 18:40:54.37,BET,48,1.30,,-1.30,84.10,
2026-03-05 18:40:54.37,BET,49,0.10,,-0.10,84.00,
2026-03-05 18:40:54.37,BET,50,0.10,,-0.10,83.90,
2026-03-05 18:40:54.38,BET,51,0.40,,-0.40,83.50,
2026-03-05 18:40:54.38,BET,52,0.10,,2.00,85.40,
2026-03-05 18:40:54.38,BET,53,1.70,,-1.70,83.70,
2026-03-05 18:40:54.38,BET,54,0.60,,-0.60,83.10,
2026-03-05 18:40:54.38,BET,55,1.70,,5.10,86.50,
2026-03-05 18:40:54.38,BET,56,0.40,,0.40,86.50,
2026-03-05 18:40:54.38,BET,57,1.40,,-1.40,85.10,
2026-03-05 18:40:54.38,BET,58,0.10,,-0.10,85.00,
2026-03-05 18:40:54.38,BET,59,1.70,,-1.70,83.30,
2026-03-05 18:40:54.38,BET,60,0.90,,3.60,86.00,
2026-03-05 18:40:54.38,SESSION_START,,,,,,
2026-03-05 18:40:54.38,START_METRICS,,,WIN,,,
2026-03-05 18:40:54.38,BET,1,0.10,,-0.10,99.90,
2026-03-05 18:40:54.38,BET,2,0.20,,-0.20,99.70,
2026-03-05 18:40:54.39,BET,3,1.60,,-1.60,98.10,
2026-03-05 18:40:54.39,BET,4,1.70,,3.40,99.80,
2026-03-05 18:40:54.39,BET,5,0.80,,-0.80,99.00,
2026-03-05 18:40:54.39,BET,6,0.70,,-0.70,98.30,
2026-03-05 18:40:54.39,BET,7,0.50,,2.00,99.80,
2026-03-05 18:40:54.39,BET,8,1.60,,-1.60,98.20,
2026-03-05 18:40:54.39,BET,9,1.90,,-1.90,96.30,
2026-03-05 18:40:54.39,BET,10,1.30,,-1.30,95.00,
2026-03-05 18:40:54.39,BET,11,1.80,,-1.80,93.20,
2026-03-05 18:40:54.39,BET,12,1.00,,7.00,99.20,
2026-03-05 18:40:54.39,BET,13,0.30,,-0.30,98.90,
2026-03-05 18:40:54.39,BET,14,1.60,,-1.60,97.30,
2026-03-05 18:40:54.39,BET,15,1.00,,4.00,100.30,
2026-03-05 18:40:54.39,BET,16,1.90,,1.90,100.30,
2026-03-05 18:40:54.39,BET,17,2.00,,-2.00,98.30,
2026-03-05 18:40:54.40,BET,18,1.90,,-1.90,96.40,
2026-03-05 18:40:54.40,BET,19,1.50,,-1.50,94.90,
2026-03-05 18:40:54.40,BET,20,0.80,,5.60,99.70,
2026-03-05 18:40:54.40,BET,21,1.40,,4.20,102.50,
2026-03-05 18:40:54.40,BET,22,0.20,,-0.20,102.30,
2026-03-05 18:40:54.40,BET,23,1.10,,3.30,104.50,
2026-03-05 18:40:54.40,BET,24,0.40,,8.00,112.10,
2026-03-05 18:40:54.40,BET,25,0.30,,-0.30,111.80,
2026-03-05 18:40:54.40,BET,26,1.50,,1.50,111.80,
2026-03-05 18:40:54.40,BET,27,0.70,,4.90,116.00,
2026-03-05 18:40:54.40,BET,28,0.50,,-0.50,115.50,
2026-03-05 18:40:54.41,BET,29,0.40,,4.80,119.90,
2026-03-05 18:40:54.41,BET,30,0.50,,-0.50,119.40,
2026-03-05 18:40:54.41,BET,31,0.10,,-0.10,119.30,
2026-03-05 18:40:54.41,BET,32,1.90,,3.80,121.20,
2026-03-05 18:40:54.41,BET,33,0.30,,4.50,125.40,
2026-03-05 18:40:54.41,BET,34,1.60,,1.60,125.40,
2026-03-05 18:40:54.41,BET,35,1.80,,15.30,138.90,
2026-03-05 18:40:54.41,BET,36,1.70,,1.70,138.90,
2026-03-05 18:40:54.41,BET,37,0.40,,4.00,142.50,
2026-03-05 18:40:54.41,BET,38,0.80,,8.00,149.70,
2026-03-05 18:40:54.41,BET,39,0.90,,7.65,156.45,
2026-03-05 18:40:54.41,BET,40,2.00,,14.00,168.45,
2026-03-05 18:40:54.41,BET,41,1.10,,-1.10,167.35,
2026-03-05 18:40:54.41,BET,42,0.30,,-0.30,167.05,
2026-03-05 18:40:54.41,BET,43,1.80,,-1.80,165.25,
2026-03-05 18:40:54.42,BET,44,0.80,,4.00,168.45,
2026-03-05 18:40:54.42,BET,45,2.00,,-2.00,166.45,
2026-03-05 18:40:54.42,BET,46,1.70,,-1.70,164.75,
2026-03-05 18:40:54.42,BET,47,1.90,,5.70,168.55,
2026-03-05 18:40:54.42,BET,48,0.20,,-0.20,168.35,
2026-03-05 18:40:54.42,BET,49,1.20,,-1.20,167.15,
2026-03-05 18:40:54.42,BET,50,0.40,,-0.40,166.75,
2026-03-05 18:40:54.42,BET,51,1.30,,-1.30,165.45,
2026-03-05 18:40:54.42,BET,52,1.60,,4.80,168.65,
2026-03-05 18:40:54.42,BET,53,1.50,,-1.50,167.15,
2026-03-05 18:40:54.42,BET,54,1.70,,-1.70,165.45,
2026-03-05 18:40:54.42,BET,55,1.50,,4.50,168.45,
2026-03-05 18:40:54.42,BET,56,1.00,,1.00,168.45,
2026-03-05 18:40:54.43,BET,57,0.30,,-0.30,168.15,
2026-03-05 18:40:54.43,BET,58,0.80,,-0.80,167.35,
2026-03-05 18:40:54.43,BET,59,1.40,,-1.40,165.95,
2026-03-05 18:40:54.43,BET,60,1.30,,3.90,168.55,
2026-03-05 18:40:54.43,SESSION_START,,,,,,
2026-03-05 18:40:54.43,START_METRICS,,,EQUAL,,,
2026-03-05 18:40:54.43,BET,1,2.00,,-2.00,98.00,
2026-03-05 18:40:54.43,BET,2,0.30,,-0.30,97.70,
2026-03-05 18:40:54.43,BET,3,1.10,,-1.10,96.60,
2026-03-05 18:40:54.43,BET,4,1.90,,5.70,100.40,
2026-03-05 18:40:54.43,BET,5,1.60,,-1.60,98.80,
2026-03-05 18:40:54.43,BET,6,1.60,,-1.60,97.20,
2026-03-05 18:40:54.43,BET,7,1.00,,4.00,100.20,
2026-03-05 18:40:54.44,BET,8,1.90,,-1.90,98.30,
2026-03-05 18:40:54.44,BET,9,1.30,,-1.30,97.00,
2026-03-05 18:40:54.44,BET,10,0.10,,-0.10,96.90,
2026-03-05 18:40:54.44,BET,11,1.00,,-1.00,95.90,
2026-03-05 18:40:54.44,BET,12,1.90,,5.70,99.70,
2026-03-05 18:40:54.44,BET,13,0.80,,-0.80,98.90,
2026-03-05 18:40:54.44,BET,14,0.60,,-0.60,98.30,
2026-03-05 18:40:54.44,BET,15,1.60,,3.20,99.90,
2026-03-05 18:40:54.44,BET,16,0.40,,0.40,99.90,
2026-03-05 18:40:54.44,BET,17,0.10,,-0.10,99.80,
2026-03-05 18:40:54.44,BET,18,1.00,,-1.00,98.80,
2026-03-05 18:40:54.44,BET,19,1.80,,-1.80,97.00,
2026-03-05 18:40:54.44,BET,20,0.50,,3.50,100.00,
2026-03-05 18:40:54.44,BET,21,0.20,,-0.20,99.80,
2026-03-05 18:40:54.45,BET,22,0.50,,-0.50,99.30,
2026-03-05 18:40:54.45,BET,23,1.30,,-1.30,98.00,
2026-03-05 18:40:54.45,BET,24,1.10,,3.30,100.20,
2026-03-05 18:40:54.45,BET,25,1.80,,-1.80,98.40,
2026-03-05 18:40:54.45,BET,26,1.90,,-1.90,96.50,
2026-03-05 18:40:54.45,BET,27,1.90,,5.70,100.30,
2026-03-05 18:40:54.45,BET,28,0.90,,-0.90,99.40,
2026-03-05 18:40:54.45,BET,29,0.50,,-0.50,98.90,
2026-03-05 18:40:54.45,BET,30,0.40,,-0.40,98.50,
2026-03-05 18:40:54.46,BET,31,1.00,,-1.00,97.50,
2026-03-05 18:40:54.46,BET,32,0.60,,3.00,99.90,
2026-03-05 18:40:54.46,BET,33,1.80,,-1.80,98.10,
2026-03-05 18:40:54.46,BET,34,0.10,,-0.10,98.00,
2026-03-05 18:40:54.46,BET,35,0.90,,2.70,99.80,
2026-03-05 18:40:54.46,BET,36,1.70,,1.70,99.80,
2026-03-05 18:40:54.46,BET,37,1.10,,-1.10,98.70,
2026-03-05 18:40:54.46,BET,38,1.10,,-1.10,97.60,
2026-03-05 18:40:54.46,BET,39,0.10,,-0.10,97.50,
2026-03-05 18:40:54.46,BET,40,2.00,,4.00,99.50,
2026-03-05 18:40:54.46,BET,41,1.50,,-1.50,98.00,
2026-03-05 18:40:54.46,BET,42,1.10,,-1.10,96.90,
2026-03-05 18:40:54.47,BET,43,2.00,,-2.00,94.90,
2026-03-05 18:40:54.47,BET,44,1.70,,6.80,100.00,
2026-03-05 18:40:54.47,BET,45,0.30,,-0.30,99.70,
2026-03-05 18:40:54.47,BET,46,0.90,,-0.90,98.80,
2026-03-05 18:40:54.47,BET,47,0.50,,1.00,99.30,
2026-03-05 18:40:54.47,BET,48,1.10,,-1.10,98.20,
2026-03-05 18:40:54.47,BET,49,1.20,,-1.20,97.00,
2026-03-05 18:40:54.47,BET,50,1.70,,-1.70,95.30,
2026-03-05 18:40:54.47,BET,51,0.30,,-0.30,95.00,
2026-03-05 18:40:54.47,BET,52,0.30,,4.50,99.20,
2026-03-05 18:40:54.47,BET,53,1.80,,-1.80,97.40,
2026-03-05 18:40:54.48,BET,54,2.00,,-2.00,95.40,
2026-03-05 18:40:54.48,BET,55,1.20,,4.80,99.00,
2026-03-05 18:40:54.48,BET,56,0.60,,1.20,99.60,
2026-03-05 18:40:54.48,BET,57,1.20,,-1.20,98.40,
2026-03-05 18:40:54.48,BET,58,1.90,,-1.90,96.50,
2026-03-05 18:40:54.48,BET,59,1.10,,-1.10,95.40,
2026-03-05 18:40:54.48,BET,60,0.10,,4.00,99.30,
2026-03-05 18:40:54.48,SESSION_START,,,,,,
2026-03-05 18:40:54.48,START_METRICS,,,LOSE,,,
2026-03-05 18:40:54.48,BET,1,1.50,,-1.50,98.50,
2026-03-05 18:40:54.48,BET,2,0.20,,-0.20,98.30,
2026-03-05 18:40:54.48,BET,3,0.80,,-0.80,97.50,
2026-03-05 18:40:54.49,BET,4,1.60,,4.80,100.70,
2026-03-05 18:40:54.49,BET,5,1.80,,-1.80,98.90,
2026-03-05 18:40:54.49,BET,6,0.50,,-0.50,98.40,
2026-03-05 18:40:54.49,BET,7,1.20,,2.40,99.60,
2026-03-05 18:40:54.49,BET,8,0.40,,-0.40,99.20,
2026-03-05 18:40:54.49,BET,9,0.60,,-0.60,98.60,
2026-03-05 18:40:54.49,BET,10,1.40,,-1.40,97.20,
2026-03-05 18:40:54.49,BET,11,1.90,,-1.90,95.30,
2026-03-05 18:40:54.49,BET,12,0.20,,4.00,99.10,
2026-03-05 18:40:54.49,BET,13,1.20,,-1.20,97.90,
2026-03-05 18:40:54.49,BET,14,0.30,,-0.30,97.60,
2026-03-05 18:40:54.49,BET,15,0.50,,2.50,99.60,
2026-03-05 18:40:54.50,BET,16,1.10,,1.10,99.60,
2026-03-05 18:40:54.50,BET,17,0.60,,-0.60,99.00,
2026-03-05 18:40:54.50,BET,18,1.60,,-1.60,97.40,
2026-03-05 18:40:54.50,BET,19,1.30,,-1.30,96.10,
2026-03-05 18:40:54.50,BET,20,0.70,,4.90,100.30,
2026-03-05 18:40:54.50,BET,21,1.10,,-1.10,99.20,
2026-03-05 18:40:54.50,BET,22,1.10,,-1.10,98.10,
2026-03-05 18:40:54.50,BET,23,0.30,,-0.30,97.80,
2026-03-05 18:40:54.50,BET,24,1.20,,-1.20,96.60,
2026-03-05 18:40:54.50,BET,25,1.90,,1.90,96.60,
2026-03-05 18:40:54.51,BET,26,2.00,,-2.00,94.60,
2026-03-05 18:40:54.51,BET,27,0.50,,-0.50,94.10,
2026-03-05 18:40:54.51,BET,28,1.90,,-1.90,92.20,
2026-03-05 18:40:54.51,BET,29,1.80,,-1.80,90.40,
2026-03-05 18:40:54.51,BET,30,0.50,,0.50,90.40,
2026-03-05 18:40:54.51,BET,31,0.40,,-0.40,90.00,
2026-03-05 18:40:54.51,BET,32,2.00,,-2.00,88.00,
2026-03-05 18:40:54.51,BET,33,0.80,,-0.80,87.20,
2026-03-05 18:40:54.51,BET,34,1.00,,-1.00,86.20,
2026-03-05 18:40:54.51,BET,35,0.30,,0.30,86.20,
2026-03-05 18:40:54.52,BET,36,0.10,,-0.10,86.10,
2026-03-05 18:40:54.52,BET,37,0.80,,-0.80,85.30,
2026-03-05 18:40:54.52,BET,38,1.60,,-1.60,83.70,
2026-03-05 18:40:54.52,BET,39,1.40,,-1.40,82.30,
2026-03-05 18:40:54.52,BET,40,0.50,,-0.50,81.80,
2026-03-05 18:40:54.52,BET,41,1.30,,-1.30,80.50,
2026-03-05 18:40:54.52,BET,42,1.20,,-1.20,79.30,
2026-03-05 18:40:54.52,BET,43,0.10,,-0.10,79.20,
2026-03-05 18:40:54.52,BET,44,1.50,,4.50,82.20,
2026-03-05 18:40:54.53,BET,45,2.00,,-2.00,80.20,
2026-03-05 18:40:54.53,BET,46,1.60,,-1.60,78.60,
2026-03-05 18:40:54.53,BET,47,2.00,,6.00,82.60,
2026-03-05 18:40:54.53,BET,48,1.60,,-1.60,81.00,
2026-03-05 18:40:54.53,BET,49,0.50,,-0.50,80.50,
2026-03-05 18:40:54.53,BET,50,0.10,,-0.10,80.40,
2026-03-05 18:40:54.53,BET,51,0.50,,-0.50,79.90,
2026-03-05 18:40:54.53,BET,52,1.80,,3.60,81.70,
2026-03-05 18:40:54.53,BET,53,0.30,,-0.30,81.40,
2026-03-05 18:40:54.53,BET,54,0.20,,-0.20,81.20,
2026-03-05 18:40:54.54,BET,55,0.50,,1.00,81.70,
2026-03-05 18:40:54.54,BET,56,1.40,,1.40,81.70,
2026-03-05 18:40:54.54,BET,57,1.10,,-1.10,80.60,
2026-03-05 18:40:54.54,BET,58,1.00,,-1.00,79.60,
2026-03-05 18:40:54.54,BET,59,1.80,,-1.80,77.80,
2026-03-05 18:40:54.54,BET,60,0.10,,4.00,81.70,
2026-03-05 18:40:54.54,SESSION_START,,,,,,
2026-03-05 18:40:54.54,START_METRICS,,,WIN,,,
2026-03-05 18:40:54.54,BET,1,0.10,,-0.10,99.90,
2026-03-05 18:40:54.54,BET,2,1.40,,-1.40,98.50,
2026-03-05 18:40:54.54,BET,3,0.20,,-0.20,98.30,
2026-03-05 18:40:54.55,BET,4,1.70,,3.40,100.00,
2026-03-05 18:40:54.55,BET,5,1.00,,-1.00,99.00,
2026-03-05 18:40:54.55,BET,6,0.90,,-0.90,98.10,
2026-03-05 18:40:54.55,BET,7,0.70,,2.80,100.20,
2026-03-05 18:40:54.55,BET,8,0.10,,-0.10,100.10,
2026-03-05 18:40:54.55,BET,9,0.50,,-0.50,99.60,
2026-03-05 18:40:54.55,BET,10,0.10,,-0.10,99.50,
2026-03-05 18:40:54.56,BET,11,1.30,,-1.30,98.20,
2026-03-05 18:40:54.56,BET,12,1.70,,3.40,99.90,
2026-03-05 18:40:54.56,BET,13,1.70,,-1.70,98.20,
2026-03-05 18:40:54.56,BET,14,1.90,,-1.90,96.30,
2026-03-05 18:40:54.56,BET,15,0.70,,3.50,99.10,
2026-03-05 18:40:54.56,BET,16,1.60,,3.20,100.70,
2026-03-05 18:40:54.56,BET,17,1.40,,-1.40,99.30,
2026-03-05 18:40:54.56,BET,18,1.80,,-1.80,97.50,
2026-03-05 18:40:54.56,BET,19,0.50,,-0.50,97.00,
2026-03-05 18:40:54.56,BET,20,1.90,,5.70,100.80,
2026-03-05 18:40:54.56,BET,21,1.90,,3.80,102.70,
2026-03-05 18:40:54.57,BET,22,0.20,,-0.20,102.50,
2026-03-05 18:40:54.57,BET,23,0.60,,3.00,104.90,
2026-03-05 18:40:54.57,BET,24,1.00,,8.50,112.40,
2026-03-05 18:40:54.57,BET,25,1.10,,-1.10,111.30,
2026-03-05 18:40:54.57,BET,26,1.20,,1.20,111.30,
2026-03-05 18:40:54.57,BET,27,2.00,,8.00,117.30,
2026-03-05 18:40:54.57,BET,28,1.90,,-1.90,115.40,
2026-03-05 18:40:54.57,BET,29,0.30,,4.50,119.60,
2026-03-05 18:40:54.57,BET,30,1.20,,-1.20,118.40,
2026-03-05 18:40:54.58,BET,31,0.20,,-0.20,118.20,
2026-03-05 18:40:54.58,BET,32,1.00,,4.00,121.20,
2026-03-05 18:40:54.58,BET,33,0.80,,5.60,126.00,
2026-03-05 18:40:54.58,BET,34,0.70,,0.70,126.00,
2026-03-05 18:40:54.58,BET,35,0.30,,15.00,140.70,
2026-03-05 18:40:54.58,BET,36,0.10,,0.10,140.70,
2026-03-05 18:40:54.58,BET,37,1.90,,5.70,144.50,
2026-03-05 18:40:54.58,BET,38,0.70,,8.40,152.20,
2026-03-05 18:40:54.58,BET,39,0.70,,8.40,159.90,
2026-03-05 18:40:54.58,BET,40,1.50,,15.00,173.40,
2026-03-05 18:40:54.59,BET,41,0.40,,-0.40,173.00,
2026-03-05 18:40:54.59,BET,42,1.80,,-1.80,171.20,
2026-03-05 18:40:54.59,BET,43,2.00,,-2.00,169.20,
2026-03-05 18:40:54.59,BET,44,1.30,,5.20,173.10,
2026-03-05 18:40:54.59,BET,45,1.40,,-1.40,171.70,
2026-03-05 18:40:54.59,BET,46,1.20,,-1.20,170.50,
2026-03-05 18:40:54.59,BET,47,1.90,,5.70,174.30,
2026-03-05 18:40:54.59,BET,48,1.80,,-1.80,172.50,
2026-03-05 18:40:54.59,BET,49,1.70,,-1.70,170.80,
2026-03-05 18:40:54.59,BET,50,0.90,,-0.90,169.90,
2026-03-05 18:40:54.59,BET,51,0.80,,-0.80,169.10,
2026-03-05 18:40:54.59,BET,52,1.90,,5.70,172.90,
2026-03-05 18:40:54.60,BET,53,0.50,,-0.50,172.40,
2026-03-05 18:40:54.60,BET,54,0.70,,-0.70,171.70,
2026-03-05 18:40:54.60,BET,55,1.70,,3.40,173.40,
