TIMESTAMP,EVENT,BET_NUMBER,BET,CONDITION,RESULT,COIN,MESSAGE
2026-05-14 18:43:19.55,SESSION_START,,,,,,
2026-05-14 18:43:19.56,START_METRICS,,,EQUAL,,,
2026-05-14 18:43:46.03,BET,40,0.10,,0.10,100.00,
2026-05-14 18:46:08.50,SESSION_END,,,,,,
