TIMESTAMP,EVENT,BET_NUMBER,BET,CONDITION,RESULT,COIN,MESSAGE
2026-05-14 18:41:52.29,SESSION_START,,,,,,
2026-05-14 18:41:52.29,START_METRICS,,,EQUAL,,,
2026-05-14 18:42:01.63,BET,40,0.10,,0.10,100.00,
2026-05-14 18:42:22.23,SESSION_END,,,,,,
