TIMESTAMP,EVENT,BET_NUMBER,BET,CONDITION,RESULT,COIN,MESSAGE
2026-05-14 16:05:55.79,SESSION_START,,,,,,
2026-05-14 16:05:55.79,START_METRICS,,,EQUAL,,,
2026-05-14 16:06:14.88,BET,40,0.10,,0.10,100.00,
2026-05-14 16:07:30.93,SESSION_END,,,,,,
